Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
future-increase-margin-1,1.2399821300770148e-4,1.2335015879860267e-4,1.2478752531042099e-4,3.2204295289977655e-6,2.6742097999573753e-6,3.965231368511311e-6
future-increase-margin-2,2.632690061599732e-4,2.622103639043353e-4,2.6444677015974603e-4,4.645052966351044e-6,4.094796174582242e-6,5.236149943153549e-6
future-increase-margin-3,2.6798038490000783e-4,2.6565913023710437e-4,2.7422106466962225e-4,1.592481797228704e-5,7.531973567163034e-6,3.391526412526699e-5
future-increase-margin-4,2.469750610941983e-4,2.462510112466944e-4,2.485785893076747e-4,4.476401602468111e-6,2.71189248254428e-6,8.05950070030887e-6
future-increase-margin-5,4.2496895708385007e-4,4.226204322032902e-4,4.2796191903731763e-4,1.2030327128447394e-5,1.0575905534889846e-5,1.5687761676464018e-5
future-pay-out-1,1.22855666743788e-4,1.2212306469649374e-4,1.2410777949837547e-4,4.134446625262417e-6,2.3907533233369283e-6,6.357243068726124e-6
future-pay-out-2,2.698816678862428e-4,2.674377168259122e-4,2.7431506318222206e-4,1.4650856415963595e-5,8.326366803183872e-6,2.8515198751219354e-5
future-pay-out-3,2.6311475022931075e-4,2.615273772679583e-4,2.6549084571863006e-4,7.960454168074358e-6,6.833269828504079e-6,1.089385987625543e-5
future-pay-out-4,4.243268641553208e-4,4.221322230673866e-4,4.3275241274895357e-4,1.5501642274973206e-5,6.389889585692273e-6,3.111568633613125e-5
future-settle-early-1,1.2399486106449094e-4,1.228337272285584e-4,1.284099623654348e-4,8.312677718190603e-6,3.1067455485105456e-6,1.6781773568279336e-5
future-settle-early-2,2.57963222362263e-4,2.5728738375771894e-4,2.589675484792787e-4,3.6266585428290993e-6,2.7260336299784265e-6,4.648047344633839e-6
future-settle-early-3,2.733708805119891e-4,2.6914208751640134e-4,2.8288290831745633e-4,2.6206999196854996e-5,1.590352377191987e-5,4.0522951250961514e-5
future-settle-early-4,3.1752683851864443e-4,3.1577720302863573e-4,3.207153144068736e-4,9.873533477976892e-6,6.746961013416518e-6,1.5739856383244026e-5
game-sm-success_1-1,1.985090937441556e-4,1.9768404865016135e-4,1.994274405615206e-4,4.0112283841394134e-6,3.605151256377313e-6,4.5678585880672655e-6
game-sm-success_1-2,9.596132681511472e-5,9.559361274060406e-5,9.686918674487725e-5,2.319344265855659e-6,1.2274924362853844e-6,4.11871232414776e-6
game-sm-success_1-3,3.2309579605525277e-4,3.193374616966887e-4,3.2954246869520965e-4,2.0844543245784995e-5,1.3477088090650986e-5,3.385419729595607e-5
game-sm-success_1-4,1.1258564770486425e-4,1.1160798729214656e-4,1.150759920449212e-4,6.261709177877456e-6,3.5954528936782716e-6,1.0953869082261784e-5
game-sm-success_2-1,2.0369369993967766e-4,2.0159432182113905e-4,2.083142290494547e-4,1.2115383101753634e-5,7.0979736653569136e-6,2.1051878087058003e-5
game-sm-success_2-2,9.50746655812781e-5,9.456912866267396e-5,9.598487856928104e-5,2.9153840723023284e-6,1.6121426031740895e-6,5.178766208424543e-6
game-sm-success_2-3,3.1298023064148717e-4,3.1130574378400124e-4,3.17855957382024e-4,1.0915634723280931e-5,5.794064206054366e-6,2.2027767193801473e-5
game-sm-success_2-4,1.124130256162158e-4,1.116765966414992e-4,1.1327842991915812e-4,3.3708521290422874e-6,2.782576555829998e-6,4.324301659913241e-6
game-sm-success_2-5,3.153287393080733e-4,3.126194536194247e-4,3.2295472382602914e-4,1.689831084105015e-5,5.8879436398976e-6,3.3196624248707216e-5
game-sm-success_2-6,1.1134918834470595e-4,1.0992785123357705e-4,1.1407240341446099e-4,8.318116944924328e-6,4.504826565561859e-6,1.3392552167202859e-5
guardrail-sorted-large,2.135596070522893e-4,2.1197592532714001e-4,2.1759218572647626e-4,1.0796477440161147e-5,6.7224880192440356e-6,1.971394306981999e-5
guardrail-sorted-small,3.2269418020727156e-5,3.192692983901918e-5,3.334196134291295e-5,2.234906142380926e-6,6.347309818728417e-7,4.552375946121136e-6
guardrail-unsorted-large,2.961923667804475e-4,2.943077973752508e-4,2.9971236223689867e-4,1.0902708176493053e-5,6.45377093307979e-6,1.7259654713548098e-5
guardrail-unsorted-small,3.332858558383244e-5,3.2866233499519884e-5,3.455350616215015e-5,2.8440529946145774e-6,1.4663537162014328e-6,5.227993893029597e-6
multisig-sm-01,2.048570505019863e-4,2.0306238712875635e-4,2.0909836210905366e-4,1.0977261643387239e-5,5.684579197242289e-6,2.3405716677450076e-5
multisig-sm-02,2.014706698664654e-4,2.0015898867914458e-4,2.0355803097615735e-4,7.270961245129322e-6,5.079217164855986e-6,1.070746872821892e-5
multisig-sm-03,1.94477253019926e-4,1.9391928006195835e-4,1.9520940521446374e-4,2.772708250697656e-6,1.8909898476692457e-6,3.944605753038748e-6
multisig-sm-04,2.0363379739193936e-4,2.018524384362414e-4,2.073982985185979e-4,1.0241387500915955e-5,6.118311988606244e-6,1.807279103820472e-5
multisig-sm-05,2.8733193797645686e-4,2.8561251900437905e-4,2.891991646241595e-4,7.610357974175892e-6,6.456184956466323e-6,8.906890808132414e-6
multisig-sm-06,2.0851116171593942e-4,2.0694576381012565e-4,2.1249195010651506e-4,1.0822867053788195e-5,6.02631893385762e-6,2.124233230772034e-5
multisig-sm-07,2.0456945758295792e-4,2.0349426155063675e-4,2.0777478750038644e-4,7.180553461964144e-6,3.896791572381756e-6,1.4660971130987917e-5
multisig-sm-08,2.0016260435727032e-4,1.994135498944561e-4,2.0104325563009606e-4,3.585382557447701e-6,3.080636875342592e-6,4.161341942004947e-6
multisig-sm-09,2.009712407927158e-4,1.9973209087164072e-4,2.0467650555930234e-4,8.148526184156262e-6,3.115036737333258e-6,1.6032443996679044e-5
multisig-sm-10,2.7904974525783056e-4,2.777121846964558e-4,2.817990858722718e-4,7.833322029541821e-6,3.7400419838229714e-6,1.59143078032463e-5
ping-pong-1,1.6790084929097738e-4,1.6710996423944383e-4,1.688732403866834e-4,3.833146288676905e-6,3.17034583708238e-6,4.663060768770926e-6
ping-pong-2,1.6731539555469847e-4,1.6646696954966827e-4,1.6865624826659805e-4,4.592848899087739e-6,3.180710330392351e-6,6.7680191432585694e-6
ping-pong_2-1,1.0181661882971759e-4,1.0127336214536622e-4,1.023692376237089e-4,2.443142187353708e-6,2.0341561429399765e-6,2.9003580712306126e-6
prism-1,8.162728520688451e-5,8.087642288811324e-5,8.310583760263846e-5,4.357730226971571e-6,2.286769082213564e-6,7.057328545214625e-6
prism-2,2.093172181680059e-4,2.0543188194995752e-4,2.1687123918407756e-4,2.3048364875067918e-5,1.3641146987262228e-5,3.44739056063104e-5
prism-3,1.8022955956621385e-4,1.7970410534886194e-4,1.8109938676152496e-4,3.0304009581766954e-6,2.198188675888943e-6,4.42643721778309e-6
pubkey-1,6.959462479380198e-5,6.90804223110121e-5,7.074459370034296e-5,3.2155666768792198e-6,1.5239042548491403e-6,5.6723220615936195e-6
stablecoin_1-1,5.02600402590827e-4,4.99074113811229e-4,5.062400086858179e-4,1.5237480593271832e-5,1.3151550646734195e-5,1.7664443806741888e-5
stablecoin_1-2,9.491103627260954e-5,9.451306543450724e-5,9.563149852385277e-5,2.2069924257048527e-6,1.426002164595784e-6,3.966152430869268e-6
stablecoin_1-3,5.603978016187151e-4,5.5682826945537e-4,5.640970227629312e-4,1.579126937530939e-5,1.3844133388511694e-5,1.914707365418004e-5
stablecoin_1-4,1.0038734185902182e-4,9.96986615986495e-5,1.0153156405415783e-4,3.6621473504409515e-6,2.2748731910404055e-6,6.0100378840508294e-6
stablecoin_1-5,7.041218872037739e-4,7.002715369359541e-4,7.087640879286414e-4,1.7291105567402423e-5,1.3429092474776175e-5,2.6895345690855528e-5
stablecoin_1-6,1.2401554038981137e-4,1.2336891133156414e-4,1.2560281464114083e-4,3.957757748523191e-6,2.375080751203723e-6,7.747904600521393e-6
stablecoin_2-1,4.926995513268405e-4,4.898371951095245e-4,4.983740436848057e-4,1.6313989906544937e-5,1.0636608764883639e-5,2.6879245537501407e-5
stablecoin_2-2,9.488535939366175e-5,9.430040285235934e-5,9.562602692865433e-5,2.776538757236685e-6,2.191701284926874e-6,4.2844856558185095e-6
stablecoin_2-3,5.616590733028411e-4,5.582415219954515e-4,5.652195718094642e-4,1.5785532309979338e-5,1.3970553236433402e-5,1.9265010590799402e-5
stablecoin_2-4,1.0105266517477615e-4,1.0001052293551225e-4,1.0551199929878295e-4,7.398345202351928e-6,2.8362337874255162e-6,1.5873138471618715e-5
token-account-1,9.418374168435139e-5,9.283007512703348e-5,9.75106454040939e-5,8.067823861141083e-6,2.611628840404024e-6,1.4182890700679807e-5
token-account-2,1.624759062615666e-4,1.6140287845195167e-4,1.672094929243376e-4,7.668116527277094e-6,2.5300455337312412e-6,1.8373268285628097e-5
uniswap-1,1.9451711825580725e-4,1.9374285378472437e-4,1.9563453413166338e-4,3.746608426787717e-6,2.935992598738587e-6,4.9117294554224735e-6
uniswap-2,1.0657468649145678e-4,1.0614466367587769e-4,1.0726650962866544e-4,2.1824162046776712e-6,1.6939635611362188e-6,3.1340619579034167e-6
uniswap-3,8.77277445348832e-4,8.701158791877541e-4,8.8951957994659e-4,4.014593658562037e-5,2.401936326292167e-5,5.7063049344301634e-5
uniswap-4,1.612837351558386e-4,1.5990337811423288e-4,1.6357967349955649e-4,7.580121448144496e-6,5.520826844529284e-6,1.1045464157555605e-5
uniswap-5,5.703045468440716e-4,5.677514244567048e-4,5.746924740371498e-4,1.432490004206422e-5,9.70675123999449e-6,2.33974579283044e-5
uniswap-6,1.5308094779909796e-4,1.5174672168994708e-4,1.5546065265272202e-4,7.038628482674858e-6,4.8920451232324405e-6,1.2366899107749724e-5
vesting-1,1.7711797861952577e-4,1.745577101935717e-4,1.8228157045862433e-4,1.5217613126690783e-5,7.779216523570484e-6,2.4507235094621827e-5
